"","OBJECTID","VTDID","PCTNAME","PCTCODE","SHORTLABEL","MCDNAME","MCDCODE","MCDFIPS","MCDGNIS","CTU_TYPE","COUNTYNAME","COUNTYCODE","COUNTYFIPS","CONGDIST","MNSENDIST","MNLEGDIST","CTYCOMDIST","JUDDIST","SWCDIST","SWCDIST_N","WARD","HOSPDIST","HOSPDIST_N","PARKDIST","PARKDIST_N","Shape_Leng","Shape_Area"
"111",3735,"270531950","Minneapolis W-12 P-7","1950","W-12 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-12",NA,NA,"5","Minneapolis Park and Recreation Board",5299.76886532,1382753.94711
"112",3736,"270531955","Minneapolis W-12 P-8","1955","W-12 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63B","04","04",NA,NA,"W-12",NA,NA,"5","Minneapolis Park and Recreation Board",7026.27678012,2000775.82332
"113",3737,"270531960","Minneapolis W-12 P-9","1960","W-12 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-12",NA,NA,"5","Minneapolis Park and Recreation Board",5134.96759359,1034611.97595
"114",3738,"270531980","Minneapolis W-13 P-1","1980","W-13 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",4967.60171258,1084532.55233
"115",3739,"270532025","Minneapolis W-13 P-10","2025","W-13 P-10","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",5438.05778341,1201163.13591
"116",3740,"270532030","Minneapolis W-13 P-11","2030","W-13 P-11","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",4919.30158341,1292405.50558
"117",3741,"270532035","Minneapolis W-13 P-12","2035","W-13 P-12","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",6932.86917853,2131793.5771
"118",3742,"270532040","Minneapolis W-13 P-13","2040","W-13 P-13","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",5497.17925872,1697320.42072
"119",3743,"270531985","Minneapolis W-13 P-2","1985","W-13 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",3930.40234826,836221.677961
"120",3744,"270531990","Minneapolis W-13 P-3","1990","W-13 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",3805.76596116,591520.512875
"121",3745,"270531995","Minneapolis W-13 P-4","1995","W-13 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",4280.17956632,820693.689446
"122",3746,"270532000","Minneapolis W-13 P-5","2000","W-13 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",5214.26583855,807406.613504
"123",3747,"270532005","Minneapolis W-13 P-6","2005","W-13 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",3008.9894548,495119.302788
"124",3748,"270532010","Minneapolis W-13 P-7","2010","W-13 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","05","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",5214.02451813,1367286.32502
"125",3749,"270532015","Minneapolis W-13 P-8","2015","W-13 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63B","05","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",6031.43270991,1374014.30676
"126",3750,"270532020","Minneapolis W-13 P-9","2020","W-13 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63B","03","04",NA,NA,"W-13",NA,NA,"6","Minneapolis Park and Recreation Board",4022.56150038,966647.044262
"127",3751,"270531415","Minneapolis W-2 P-1","1415","W-2 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-02",NA,NA,"1","Minneapolis Park and Recreation Board",3515.29653295,371937.222724
"128",3752,"270531420","Minneapolis W-2 P-2","1420","W-2 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-02",NA,NA,"1","Minneapolis Park and Recreation Board",2157.21371527,255893.230167
"129",3753,"270531425","Minneapolis W-2 P-3","1425","W-2 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-02",NA,NA,"1","Minneapolis Park and Recreation Board",6286.99570372,1753338.89078
"130",3754,"270531430","Minneapolis W-2 P-4","1430","W-2 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-02",NA,NA,"1","Minneapolis Park and Recreation Board",6515.69272561,1330000.94743
"131",3755,"270531435","Minneapolis W-2 P-5","1435","W-2 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-02",NA,NA,"1","Minneapolis Park and Recreation Board",7419.92609088,2003714.14535
"132",3756,"270531440","Minneapolis W-2 P-6","1440","W-2 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-02",NA,NA,"1","Minneapolis Park and Recreation Board",3146.63812694,590017.327596
"133",3757,"270531445","Minneapolis W-2 P-7","1445","W-2 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-02",NA,NA,"3","Minneapolis Park and Recreation Board",5600.16505559,1200941.23519
"134",3758,"270531450","Minneapolis W-2 P-8","1450","W-2 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-02",NA,NA,"3","Minneapolis Park and Recreation Board",7970.22864464,1789215.93786
"135",3759,"270531455","Minneapolis W-2 P-9","1455","W-2 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-02",NA,NA,"1","Minneapolis Park and Recreation Board",4528.96969021,802723.218946
"136",3760,"270531460","Minneapolis W-3 P-1","1460","W-3 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60A","02","04",NA,NA,"W-03",NA,NA,"1","Minneapolis Park and Recreation Board",4391.45888911,1025376.62222
"137",3761,"270531505","Minneapolis W-3 P-10","1505","W-3 P-10","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","03","04",NA,NA,"W-03",NA,NA,"4","Minneapolis Park and Recreation Board",4431.22711083,627534.447609
"138",3762,"270531510","Minneapolis W-3 P-11","1510","W-3 P-11","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","03","04",NA,NA,"W-03",NA,NA,"4","Minneapolis Park and Recreation Board",3895.12065472,569793.357395
"139",3763,"270531515","Minneapolis W-3 P-12","1515","W-3 P-12","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","03","04",NA,NA,"W-03",NA,NA,"4","Minneapolis Park and Recreation Board",3870.92516602,595646.995626
"140",3764,"270531465","Minneapolis W-3 P-2","1465","W-3 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60A","02","04",NA,NA,"W-03",NA,NA,"1","Minneapolis Park and Recreation Board",5108.79296106,1273123.90452
"141",3765,"270531470","Minneapolis W-3 P-3","1470","W-3 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60A","02","04",NA,NA,"W-03",NA,NA,"1","Minneapolis Park and Recreation Board",2454.01799955,362913.029774
"142",3766,"270531475","Minneapolis W-3 P-4","1475","W-3 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60A","04","04",NA,NA,"W-03",NA,NA,"1","Minneapolis Park and Recreation Board",5202.29313943,831657.270211
"143",3767,"270531480","Minneapolis W-3 P-5","1480","W-3 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-03",NA,NA,"2","Minneapolis Park and Recreation Board",2521.83480619,339466.282254
"144",3768,"270531485","Minneapolis W-3 P-6","1485","W-3 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-03",NA,NA,"4","Minneapolis Park and Recreation Board",2902.87111681,417983.727256
"145",3769,"270531490","Minneapolis W-3 P-7","1490","W-3 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","04","04",NA,NA,"W-03",NA,NA,"4","Minneapolis Park and Recreation Board",5582.2976462,1151748.11221
"146",3770,"270531495","Minneapolis W-3 P-8","1495","W-3 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-03",NA,NA,"4","Minneapolis Park and Recreation Board",2694.06812097,357270.364017
"147",3771,"270531500","Minneapolis W-3 P-9","1500","W-3 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-03",NA,NA,"4","Minneapolis Park and Recreation Board",4645.2852208,709975.753102
"148",3772,"270531520","Minneapolis W-4 P-1","1520","W-4 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",4816.37414914,1284183.33525
"149",3773,"270531525","Minneapolis W-4 P-2","1525","W-4 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",6646.39855512,2525506.39044
"150",3774,"270531530","Minneapolis W-4 P-3","1530","W-4 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",7130.27436015,1735351.90898
"151",3775,"270531535","Minneapolis W-4 P-4","1535","W-4 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",7208.79994367,2197970.00718
"152",3776,"270531540","Minneapolis W-4 P-5","1540","W-4 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",5799.66882146,1597289.26496
"153",3777,"270531545","Minneapolis W-4 P-6","1545","W-4 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",4453.06837098,1005647.89843
"154",3778,"270531550","Minneapolis W-4 P-7","1550","W-4 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",4805.67522158,1442466.44394
"155",3779,"270531555","Minneapolis W-4 P-8","1555","W-4 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",5043.40473529,1557269.5395
"156",3780,"270531560","Minneapolis W-4 P-9","1560","W-4 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-04",NA,NA,"2","Minneapolis Park and Recreation Board",2223.57380907,202615.440106
"157",3781,"270531565","Minneapolis W-5 P-1","1565","W-5 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",4005.94861043,958108.346063
"158",3782,"270531570","Minneapolis W-5 P-2","1570","W-5 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",5448.76581096,1522396.82883
"159",3783,"270531575","Minneapolis W-5 P-3","1575","W-5 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59A","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",6137.02074354,2386097.18366
"160",3784,"270531580","Minneapolis W-5 P-4","1580","W-5 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",4624.74132405,1105154.45888
"161",3785,"270531585","Minneapolis W-5 P-5","1585","W-5 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",5976.38819901,1634281.66479
"162",3786,"270531590","Minneapolis W-5 P-6","1590","W-5 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",4360.79586536,1052191.62796
"163",3787,"270531595","Minneapolis W-5 P-7","1595","W-5 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",5445.35856564,1389660.44427
"164",3788,"270531600","Minneapolis W-5 P-8","1600","W-5 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",7584.11602419,1465116.75637
"165",3789,"270531605","Minneapolis W-5 P-9","1605","W-5 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","02","04",NA,NA,"W-05",NA,NA,"2","Minneapolis Park and Recreation Board",6095.75038659,972977.932235
"166",3790,"270531610","Minneapolis W-6 P-1","1610","W-6 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","04","04",NA,NA,"W-06",NA,NA,"4","Minneapolis Park and Recreation Board",3622.7252118,407869.945273
"167",3791,"270531615","Minneapolis W-6 P-2","1615","W-6 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","04","04",NA,NA,"W-06",NA,NA,"4","Minneapolis Park and Recreation Board",3590.1734082,564218.978179
"168",3792,"270531620","Minneapolis W-6 P-3","1620","W-6 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","60","60B","04","04",NA,NA,"W-06",NA,NA,"3","Minneapolis Park and Recreation Board",4091.28644293,610626.977138
"169",3793,"270531625","Minneapolis W-6 P-4","1625","W-6 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","03","04",NA,NA,"W-06",NA,NA,"4","Minneapolis Park and Recreation Board",2194.53615413,289853.25044
"170",3794,"270531630","Minneapolis W-6 P-5","1630","W-6 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","04","04",NA,NA,"W-06",NA,NA,"3","Minneapolis Park and Recreation Board",3374.84537034,619956.088831
"171",3795,"270531635","Minneapolis W-6 P-6","1635","W-6 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","04","04",NA,NA,"W-06",NA,NA,"3","Minneapolis Park and Recreation Board",3227.21238726,649880.999852
"172",3796,"270531640","Minneapolis W-6 P-7","1640","W-6 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-06",NA,NA,"3","Minneapolis Park and Recreation Board",3871.85119024,740171.447994
"173",3797,"270531645","Minneapolis W-6 P-8","1645","W-6 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-06",NA,NA,"3","Minneapolis Park and Recreation Board",3565.22598026,488896.860149
"174",3798,"270531650","Minneapolis W-6 P-9","1650","W-6 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-06",NA,NA,"3","Minneapolis Park and Recreation Board",4263.68930606,487175.205155
"175",3799,"270531655","Minneapolis W-7 P-1","1655","W-7 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",7895.14111635,1570038.96187
"176",3800,"270531700","Minneapolis W-7 P-10","1700","W-7 P-10","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",2399.47856386,226900.89159
"177",3801,"270531705","Minneapolis W-7 P-11","1705","W-7 P-11","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","59","59B","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",3049.1716865,224165.725712
"178",3802,"270531710","Minneapolis W-7 P-12","1710","W-7 P-12","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61B","03","04",NA,NA,"W-07",NA,NA,"6","Minneapolis Park and Recreation Board",8247.5535089,3001433.69448
"179",3803,"270531660","Minneapolis W-7 P-2","1660","W-7 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",9780.33747661,2864237.30221
"180",3804,"270531665","Minneapolis W-7 P-3","1665","W-7 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",5705.66116818,1251781.6407
"181",3805,"270531670","Minneapolis W-7 P-4","1670","W-7 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"6","Minneapolis Park and Recreation Board",9443.10732682,1237941.43873
"182",3806,"270531675","Minneapolis W-7 P-5","1675","W-7 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",2532.14083025,273472.788409
"183",3807,"270531680","Minneapolis W-7 P-6","1680","W-7 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",4444.45528257,1155962.00061
"184",3808,"270531685","Minneapolis W-7 P-7","1685","W-7 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",8969.24063883,1539465.0307
"185",3809,"270531690","Minneapolis W-7 P-8","1690","W-7 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",4813.36491803,918406.298346
"186",3810,"270531695","Minneapolis W-7 P-9","1695","W-7 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","61","61A","03","04",NA,NA,"W-07",NA,NA,"4","Minneapolis Park and Recreation Board",4164.46554199,666124.84518
"187",3811,"270531715","Minneapolis W-8 P-1","1715","W-8 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","03","04",NA,NA,"W-08",NA,NA,"6","Minneapolis Park and Recreation Board",2933.26616508,421055.417275
"188",3812,"270531760","Minneapolis W-8 P-10","1760","W-8 P-10","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-08",NA,NA,"5","Minneapolis Park and Recreation Board",3603.58737583,540418.983911
"189",3813,"270531765","Minneapolis W-8 P-11","1765","W-8 P-11","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-08",NA,NA,"5","Minneapolis Park and Recreation Board",3592.59529048,654480.208032
"190",3814,"270531720","Minneapolis W-8 P-2","1720","W-8 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","03","04",NA,NA,"W-08",NA,NA,"6","Minneapolis Park and Recreation Board",3751.55072716,842845.472171
"191",3815,"270531725","Minneapolis W-8 P-3","1725","W-8 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","03","04",NA,NA,"W-08",NA,NA,"6","Minneapolis Park and Recreation Board",3724.7129194,851040.269948
"192",3816,"270531730","Minneapolis W-8 P-4","1730","W-8 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","03","04",NA,NA,"W-08",NA,NA,"6","Minneapolis Park and Recreation Board",4583.40940902,1310042.36511
"193",3817,"270531735","Minneapolis W-8 P-5","1735","W-8 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","04","04",NA,NA,"W-08",NA,NA,"3","Minneapolis Park and Recreation Board",3443.25154689,641286.040814
"194",3818,"270531740","Minneapolis W-8 P-6","1740","W-8 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-08",NA,NA,"3","Minneapolis Park and Recreation Board",2751.46664344,390694.69553
"195",3819,"270531745","Minneapolis W-8 P-7","1745","W-8 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-08",NA,NA,"5","Minneapolis Park and Recreation Board",3951.92208053,963147.666269
"196",3820,"270531750","Minneapolis W-8 P-8","1750","W-8 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-08",NA,NA,"5","Minneapolis Park and Recreation Board",3977.89509159,882038.345025
"197",3821,"270531755","Minneapolis W-8 P-9","1755","W-8 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63B","04","04",NA,NA,"W-08",NA,NA,"5","Minneapolis Park and Recreation Board",3263.62711121,468765.492962
"198",3822,"270531770","Minneapolis W-9 P-1","1770","W-9 P-1","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62A","04","04",NA,NA,"W-09",NA,NA,"3","Minneapolis Park and Recreation Board",1952.57698337,230357.864324
"199",3823,"270531775","Minneapolis W-9 P-2","1775","W-9 P-2","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-09",NA,NA,"3","Minneapolis Park and Recreation Board",5155.03750003,1233958.03193
"200",3824,"270531780","Minneapolis W-9 P-3","1780","W-9 P-3","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-09",NA,NA,"3","Minneapolis Park and Recreation Board",4000.88400901,959060.874012
"201",3825,"270531785","Minneapolis W-9 P-4","1785","W-9 P-4","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-09",NA,NA,"3","Minneapolis Park and Recreation Board",4454.07356317,1015601.74482
"202",3826,"270531790","Minneapolis W-9 P-5","1790","W-9 P-5","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-09",NA,NA,"3","Minneapolis Park and Recreation Board",3612.62137018,421720.390257
"203",3827,"270531795","Minneapolis W-9 P-6","1795","W-9 P-6","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-09",NA,NA,"3","Minneapolis Park and Recreation Board",4521.25353212,1192598.67289
"204",3828,"270531800","Minneapolis W-9 P-7","1800","W-9 P-7","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","62","62B","04","04",NA,NA,"W-09",NA,NA,"3","Minneapolis Park and Recreation Board",3194.83952819,480094.421982
"205",3829,"270531805","Minneapolis W-9 P-8","1805","W-9 P-8","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-09",NA,NA,"5","Minneapolis Park and Recreation Board",6154.76894834,1373572.81734
"206",3830,"270531810","Minneapolis W-9 P-9","1810","W-9 P-9","Minneapolis","135","43000","02395345","city","Hennepin","27","053","5","63","63A","04","04",NA,NA,"W-09",NA,NA,"5","Minneapolis Park and Recreation Board",5911.92063037,1056781.26771
"207",3852,"270532605","Richfield W-3 P-7","2605","W-3 P-7","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-03",NA,NA,"4","Three Rivers Park District",6814.02437074,2518961.85236
"208",3853,"270532610","Richfield W-3 P-8","2610","W-3 P-8","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-03",NA,NA,"5","Three Rivers Park District",5578.97928527,1582064.53144
"209",3854,"270532615","Richfield W-3 P-9","2615","W-3 P-9","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-03",NA,NA,"5","Three Rivers Park District",5807.68006137,1523061.47608
"210",3855,"270532595","Richfield W-2 P-6","2595","W-2 P-6","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-02",NA,NA,"4","Three Rivers Park District",5855.44049206,1905226.71647
"211",3856,"270532600","Richfield W-2 P-5","2600","W-2 P-5","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-02",NA,NA,"5","Three Rivers Park District",6393.39100318,2045878.28932
"212",3857,"270532590","Richfield W-2 P-4","2590","W-2 P-4","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-02",NA,NA,"4","Three Rivers Park District",6922.59693829,1976148.49071
"213",3858,"270532575","Richfield W-1 P-1","2575","W-1 P-1","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-01",NA,NA,"4","Three Rivers Park District",5920.25530919,2125941.83052
"214",3859,"270532585","Richfield W-1 P-3","2585","W-1 P-3","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-01",NA,NA,"4","Three Rivers Park District",8183.85544919,2626018.65152
"215",3860,"270532580","Richfield W-1 P-2","2580","W-1 P-2","Richfield","185","54214","02396362","city","Hennepin","27","053","5","51","51A","05","04",NA,NA,"W-01",NA,NA,"4","Three Rivers Park District",5585.81676058,1598932.26659
"216",3887,"270530220","Brooklyn Center P-5","0220","P-5","Brooklyn Center","010","07948","02393428","city","Hennepin","27","053","5","38","38B","01","04",NA,NA,NA,NA,NA,"3","Three Rivers Park District",8145.70343067,3261553.48479
"217",3899,"271230530","St. Anthony P-1","0530","P-1","St. Anthony","130","56680","02396471","city","Ramsey","62","123","5","39","39B","02","02",NA,NA,NA,NA,NA,NA,NA,6138.76902888,1713241.56574
